session_id,target
1,0.0001364564982983981
2,0.00015493315730856011
3,0.00035361277367002144
4,0.00024847344784028225
5,0.0005946060787743301
6,0.0004243339588298819
7,3.7685617548552e-05
8,0.0003946921447492973
9,0.0003934028909766045
10,0.0029808520189457577
11,0.005151202902570593
12,0.0008689456748511654
13,0.00020604401602207145
14,0.0006515916275209717
15,0.004332151777941821
16,0.0008967061701235042
17,0.003065014004394488
18,0.0003416801221281262
19,0.0002358531259763627
20,0.0003038603812373551
21,0.0057868194392351755
22,3.4726776883405926e-06
23,0.00022406467726110243
24,0.003295918542411743
25,0.00032354452658373136
26,0.0011086943370651277
27,0.0014708015764269761
28,7.041882772931501e-05
29,0.002612654924877723
30,0.015997331656518822
31,0.05219755933850834
32,0.06894669490730375
33,0.0006382988248140429
34,0.00031254342318096025
35,0.00119416925558122
36,3.888123228847159e-06
37,6.548273333829674e-05
38,0.00032487843155722834
39,0.006721046430280586
40,0.00013631083185725306
41,0.0139082306554312
42,0.0015188714768367643
43,0.006756706323706313
44,2.9773572402723693e-06
45,0.06877311717048153
46,0.060371288075285585
47,0.00017069500036625187
48,1.2836201088163987e-05
49,0.008641144045888496
50,0.0011396955049534137
51,1.682376152751717e-05
52,6.354372860165757e-05
53,0.0006402727763211634
54,7.028509621634942e-05
55,0.05236680763980777
56,0.0008940405326677677
57,2.396202259827531e-05
58,4.85604948145889e-06
59,0.0002579840398878668
60,1.8627934189216845e-06
61,0.0010277193130022121
62,0.0012893165723410972
63,1.7558190271823647e-05
64,0.020230035117788668
65,0.0016664778496379552
66,0.00040312843239275153
67,0.002563521455116944
68,0.021532764655620328
69,0.00016429052781745016
70,0.00019521046251086505
71,0.026313664323261855
72,0.0026912404033732533
73,0.01633810352365495
74,0.0006788228623856626
75,0.00020038195799826938
76,0.00019708418624705303
77,0.0008263752002453482
78,0.004672723015485171
79,8.607544515917411e-06
80,0.00012769588931571999
81,5.4893275373481495e-05
82,0.0004910754014095232
83,0.0001576715083793731
84,0.3016588600544596
85,0.002639085267691952
86,0.0012715844284833149
87,0.00576864907170339
88,0.00016510905066317622
89,0.00018406845373972536
90,0.023870826823449043
91,0.0002873188530456097
92,0.00012343212109148206
93,0.1565882737438405
94,6.053363155245119e-05
95,0.0004635165990637721
96,0.00011815085413413515
97,0.0869447357818195
98,7.957084201079561e-05
99,6.639234144435037e-06
100,0.005784200138099417
101,2.1051096739639576e-05
102,0.0032392639147285525
103,0.00020427935066580182
104,0.003919904802647251
105,0.0002678838633229634
106,0.0009828880481872015
107,0.0007245304467272431
108,0.009291369283600694
109,0.0005263099056882491
110,3.283055649471423e-05
111,0.00012710748634269886
112,5.660256931280914e-05
113,0.0007686244377015848
114,0.0001325447315259786
115,7.391092940474221e-06
116,9.134396129588163e-07
117,0.0010269260806119516
118,3.321182160052636e-05
119,2.0082467357317968e-05
120,0.002012395950445297
121,0.00018213600086740107
122,0.00023914549294431968
123,0.00016698088341173241
124,0.005257965847684452
125,0.06116703958644924
126,8.954527493768717e-05
127,2.3437827084222446e-05
128,0.0004846653794353877
129,3.1461708873870474e-05
130,0.004680447644890097
131,0.0005169990251900716
132,0.001318068854034788
133,0.058883002227406056
134,0.0023850698761096324
135,0.00019853244252606008
136,0.003331216577590372
137,3.667866004876438e-05
138,0.004339636983448699
139,0.0004005296221305801
140,0.00028293085695713983
141,8.542416933778833e-05
142,0.002803208714505267
143,0.0013821871823871301
144,0.004184560265370918
145,0.00024078684365429442
146,0.002146096763801301
147,5.023569036959319e-05
148,0.07873430992727343
149,0.00032238684142268513
150,0.0553362411095502
151,0.00020401570234562796
152,0.06016991753270349
153,0.0005195948976745754
154,0.005140577764324491
155,0.011447779952749024
156,0.0002434470027311855
157,0.0010508107072147736
158,0.04974886552479598
159,0.0003269744689739886
160,0.0001934714022528125
161,0.07486504071922874
162,6.333972358340605e-05
163,0.001502598684799839
164,2.507685866600764e-05
165,1.0008393949115713e-05
166,0.0010049103010568
167,0.008568930339068932
168,0.0003311434604836409
169,0.00037507513849271523
170,0.001406184804372219
171,1.7928912281088273e-05
172,0.0057381570077774694
173,0.01728291453283976
174,5.8052567180546784e-05
175,0.24799038386945363
176,0.06483037734288627
177,0.012168024469220037
178,0.008511322192612619
179,7.75422980999393e-05
180,0.000922484190026199
181,4.179974540161276e-05
182,0.0002939083624737928
183,0.00020522334513743137
184,0.00017074637702097864
185,0.006666942058882802
186,0.0006177382066760072
187,1.7608749250038336e-05
188,0.00013343930205132507
189,0.0007689776556677257
190,0.04897758065286014
191,0.00011502161339619851
192,0.0017009600518573898
193,0.0756937253833512
194,0.0012019107881457705
195,0.00041740593776897595
196,8.487202430530298e-05
197,0.004451361000844834
198,0.0003473812291370719
199,0.0014210597495116573
200,0.00037057750988023935
201,0.0011438961401498428
202,0.01786908778798455
203,0.00013567055248189048
204,0.0012495138450678385
205,0.0020581754477512915
206,2.1328101063900724e-05
207,0.0012879848738242548
208,0.010762914281570658
209,5.600464196258648e-05
210,0.000820166580392337
211,0.003816680170273552
212,0.0007383373413043609
213,0.00013689187637433152
214,0.04340572963045679
215,0.02782325488578521
216,0.0019049663802074433
217,0.054394660530355465
218,0.005654739182554509
219,0.0002603996043605521
220,0.00021733474378333979
221,0.00023032060680128248
222,0.0001361483931470238
223,0.08487069971085952
224,0.006848998960296688
225,0.002535238387895938
226,0.015380824533464262
227,0.10833319058383428
228,0.0007831540484561692
229,0.00017553759322190858
230,0.03077578412897884
231,4.398069893364686e-05
232,6.355217412229547e-05
233,0.0002458517033254134
234,0.0012151547440695156
235,0.000284729273050942
236,0.0018236068646134288
237,0.0005630054957574587
238,4.0126209079756406e-05
239,0.007043968672719929
240,2.766975581350907e-06
241,0.0026270359725048273
242,0.00013418612210701884
243,1.0842476547050362e-05
244,3.342716353034644e-05
245,0.00040967950954690904
246,0.0003964972705765658
247,0.028647231310942104
248,0.0073305343165081804
249,6.400501759090683e-06
250,0.0015486332618074217
251,0.0029580316327934885
252,0.00059148176292911
253,6.015429150752043e-05
254,0.00010723740910881494
255,9.286404034457197e-05
