session_id,target
1,0.00034885392301135066
2,5.051748482792325e-05
3,0.0013906002346515199
4,3.419193106266136e-06
5,0.0022990566511273862
6,0.00017002891543411346
7,0.00011339479248615562
8,0.0023028518349789773
9,1.2066804922350592e-05
10,0.002800125648089822
11,0.0021487659145678754
12,1.6268979785180432e-05
13,0.00012464864460683583
14,0.001801285386664918
15,0.005206215422783497
16,0.0003903560386922266
17,0.004256591325090131
18,6.894813633409435e-06
19,0.009002870426654555
20,9.079647546924748e-06
21,0.05632264099402958
22,7.254800483035789e-06
23,3.3316992980783364e-05
24,0.0001829209518828383
25,0.05180817570753297
26,0.0010484950555563293
27,2.0431235308874356e-05
28,8.255771211435142e-05
29,0.0264668569624427
30,0.005072676520678056
31,0.017560705928341955
32,0.02802071105987612
33,0.000215097257246205
34,0.00021311796165978406
35,0.00028358156073431194
36,2.6330002857265918e-05
37,2.6855702770650257e-06
38,4.56040016619406e-05
39,0.00496734126898372
40,6.1179664338806595e-06
41,0.005688092291885874
42,0.00017956144657481024
43,0.00241427227430332
44,1.3009819131093352e-05
45,0.04104169384779245
46,0.0033574190768897805
47,0.0004040635917527318
48,0.0001859771274256544
49,0.0026478407176127494
50,9.204186608836957e-05
51,8.261317243526865e-06
52,0.0019037292793365665
53,0.05744701665180541
54,0.0030357471486301634
55,0.004277244048455132
56,0.00042762279305714725
57,6.857339418838847e-06
58,6.730092202758658e-06
59,0.00012606268447259392
60,2.218134258526084e-06
61,0.00013045059744162097
62,0.00014464317774445313
63,8.577218885140987e-05
64,0.00531960307881161
65,0.0001141095256039876
66,7.423660699285232e-06
67,0.0005961210589815222
68,0.002224648233643038
69,0.0016579054271823994
70,1.4166468126164038e-05
71,0.00390844430274169
72,0.004003955193690885
73,0.0016483256303472921
74,0.001572017467150329
75,3.106490806165094e-05
76,0.0037137698963733558
77,0.002531373006912921
78,0.0043570395279496806
79,3.549570484665399e-05
80,7.365155718421226e-06
81,2.364532500650841e-05
82,6.713792173741241e-05
